Title,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,hot,cluster
Blue Bayou,Roy Orbison,0.53,0.26,5,-12.218,1,0.0357,0.673,1.2e-05,0.116,0.805,117.861,audio_features,6a0arm7sfmKWF30xWqAL9D,spotify:track:6a0arm7sfmKWF30xWqAL9D,https://api.spotify.com/v1/tracks/6a0arm7sfmKWF30xWqAL9D,https://api.spotify.com/v1/audio-analysis/6a0arm7sfmKWF30xWqAL9D,149427,4,No,3
Say No Go,De La Soul,0.921,0.677,8,-7.463,0,0.0616,0.0569,0.000562,0.238,0.928,110.292,audio_features,1VlIjGDl74uwzy1nzeQ3Qr,spotify:track:1VlIjGDl74uwzy1nzeQ3Qr,https://api.spotify.com/v1/tracks/1VlIjGDl74uwzy1nzeQ3Qr,https://api.spotify.com/v1/audio-analysis/1VlIjGDl74uwzy1nzeQ3Qr,260133,4,No,5
Coffee + TV,Blur,0.743,0.742,2,-10.117,1,0.0367,0.051,0.234,0.0987,0.706,121.604,audio_features,5eSllZgRWCIJsDTAqFRwQw,spotify:track:5eSllZgRWCIJsDTAqFRwQw,https://api.spotify.com/v1/tracks/5eSllZgRWCIJsDTAqFRwQw,https://api.spotify.com/v1/audio-analysis/5eSllZgRWCIJsDTAqFRwQw,358773,4,No,10
King of Rock,Run-D.M.C.,0.825,0.857,2,-3.389,0,0.0448,0.00907,0.0,0.0461,0.791,98.204,audio_features,7112WRQXlBGe4Os43yw8gV,spotify:track:7112WRQXlBGe4Os43yw8gV,https://api.spotify.com/v1/tracks/7112WRQXlBGe4Os43yw8gV,https://api.spotify.com/v1/audio-analysis/7112WRQXlBGe4Os43yw8gV,314147,4,No,5
It Ain't Over 'Til It's Over,Lenny Kravitz,0.679,0.568,6,-10.74,1,0.0423,0.422,0.00928,0.322,0.93,159.69,audio_features,6VnpKLtfNH4Dk09YSGPSyR,spotify:track:6VnpKLtfNH4Dk09YSGPSyR,https://api.spotify.com/v1/tracks/6VnpKLtfNH4Dk09YSGPSyR,https://api.spotify.com/v1/audio-analysis/6VnpKLtfNH4Dk09YSGPSyR,242640,4,No,4
Duppy Conqueror,Bob Marley and The Wailers,0.651,0.36,1,-10.24,1,0.171,0.407,1.37e-06,0.315,0.665,177.33,audio_features,6ph6Fgp0k6FpdbmgLqa21j,spotify:track:6ph6Fgp0k6FpdbmgLqa21j,https://api.spotify.com/v1/tracks/6ph6Fgp0k6FpdbmgLqa21j,https://api.spotify.com/v1/audio-analysis/6ph6Fgp0k6FpdbmgLqa21j,225307,4,No,4
Dissident,Pearl Jam,0.267,0.864,0,-5.127,1,0.0481,0.0031,0.0,0.116,0.531,146.698,audio_features,1NnUbdEvJigY0ARnoOgDrv,spotify:track:1NnUbdEvJigY0ARnoOgDrv,https://api.spotify.com/v1/tracks/1NnUbdEvJigY0ARnoOgDrv,https://api.spotify.com/v1/audio-analysis/1NnUbdEvJigY0ARnoOgDrv,214987,4,No,8
"Can't Get Enough of Your Love, Babe",Barry White,0.729,0.78,5,-7.604,1,0.0631,0.114,0.106,0.0759,0.795,111.833,audio_features,3mWpUEBYnv9SIFWfixSJFx,spotify:track:3mWpUEBYnv9SIFWfixSJFx,https://api.spotify.com/v1/tracks/3mWpUEBYnv9SIFWfixSJFx,https://api.spotify.com/v1/audio-analysis/3mWpUEBYnv9SIFWfixSJFx,274000,4,No,5
Baby I Love You,Aretha Franklin,0.565,0.41,0,-10.315,1,0.0386,0.499,0.0,0.664,0.827,182.164,audio_features,5liSqIuo993Rj1ayyqQqAw,spotify:track:5liSqIuo993Rj1ayyqQqAw,https://api.spotify.com/v1/tracks/5liSqIuo993Rj1ayyqQqAw,https://api.spotify.com/v1/audio-analysis/5liSqIuo993Rj1ayyqQqAw,164267,4,No,13
Pennyroyal Tea,Nirvana,0.428,0.449,1,-12.114,0,0.0342,0.000351,0.000498,0.253,0.196,113.308,audio_features,3z53rfQOg6Eb5pBCRsd7Uu,spotify:track:3z53rfQOg6Eb5pBCRsd7Uu,https://api.spotify.com/v1/tracks/3z53rfQOg6Eb5pBCRsd7Uu,https://api.spotify.com/v1/audio-analysis/3z53rfQOg6Eb5pBCRsd7Uu,218813,4,No,0
Poor Leno,Röyksopp,0.559,0.842,10,-8.326,0,0.0353,0.000441,0.349,0.137,0.805,123.772,audio_features,6EUs3FH5StArwbc07i3OYG,spotify:track:6EUs3FH5StArwbc07i3OYG,https://api.spotify.com/v1/tracks/6EUs3FH5StArwbc07i3OYG,https://api.spotify.com/v1/audio-analysis/6EUs3FH5StArwbc07i3OYG,235840,4,No,5
Rumors,Timex Social Club,0.873,0.754,8,-6.286,1,0.0496,0.0377,0.0,0.053,0.556,106.33,audio_features,4yCmtYi6veZS3FcH9lp4O7,spotify:track:4yCmtYi6veZS3FcH9lp4O7,https://api.spotify.com/v1/tracks/4yCmtYi6veZS3FcH9lp4O7,https://api.spotify.com/v1/audio-analysis/4yCmtYi6veZS3FcH9lp4O7,288554,4,No,5
Money Changes Everything,The Brains,0.711,0.197,7,-24.143,1,0.0875,0.000779,8.99e-06,0.262,0.711,159.909,audio_features,1IrwEshX8DBDirZW3awtCL,spotify:track:1IrwEshX8DBDirZW3awtCL,https://api.spotify.com/v1/tracks/1IrwEshX8DBDirZW3awtCL,https://api.spotify.com/v1/audio-analysis/1IrwEshX8DBDirZW3awtCL,60552,4,No,10
T.S.O.P.,MFSB,0.707,0.854,7,-8.231,0,0.0286,0.149,0.117,0.0987,0.96,114.022,audio_features,7kllQQPam6HumbUCIPSvHJ,spotify:track:7kllQQPam6HumbUCIPSvHJ,https://api.spotify.com/v1/tracks/7kllQQPam6HumbUCIPSvHJ,https://api.spotify.com/v1/audio-analysis/7kllQQPam6HumbUCIPSvHJ,222347,4,No,5
Be Quiet and Drive (Far Away),Deftones,0.206,0.965,1,-5.116,1,0.079,9.91e-06,0.827,0.367,0.168,92.615,audio_features,4Uiw0Sl9yskBaC6P4DcdVD,spotify:track:4Uiw0Sl9yskBaC6P4DcdVD,https://api.spotify.com/v1/tracks/4Uiw0Sl9yskBaC6P4DcdVD,https://api.spotify.com/v1/audio-analysis/4Uiw0Sl9yskBaC6P4DcdVD,299867,4,No,6
Self-Esteem,The Offspring,0.488,0.862,0,-7.595,1,0.0476,0.0204,0.0,0.359,0.706,104.56,audio_features,1FkoVC85Ds3mFoK0fVqEqP,spotify:track:1FkoVC85Ds3mFoK0fVqEqP,https://api.spotify.com/v1/tracks/1FkoVC85Ds3mFoK0fVqEqP,https://api.spotify.com/v1/audio-analysis/1FkoVC85Ds3mFoK0fVqEqP,257827,4,No,1
'T Ain't nobody's Bizness If I Do,Bessie Smith,0.537,0.0443,3,-16.474,0,0.0343,0.996,0.000265,0.152,0.137,80.468,audio_features,2AZgaYZSwUosJD71J2N2Zo,spotify:track:2AZgaYZSwUosJD71J2N2Zo,https://api.spotify.com/v1/tracks/2AZgaYZSwUosJD71J2N2Zo,https://api.spotify.com/v1/audio-analysis/2AZgaYZSwUosJD71J2N2Zo,206600,4,No,7
Prove It All Night,Bruce Springsteen,0.456,0.774,6,-6.794,0,0.0302,0.0163,3.45e-05,0.466,0.843,114.027,audio_features,0Ye9OGxiHF3jylblTCuX7Q,spotify:track:0Ye9OGxiHF3jylblTCuX7Q,https://api.spotify.com/v1/tracks/0Ye9OGxiHF3jylblTCuX7Q,https://api.spotify.com/v1/audio-analysis/0Ye9OGxiHF3jylblTCuX7Q,237440,4,No,13
Spanish Harlem,Aretha Franklin,0.66,0.619,2,-12.577,1,0.0466,0.235,0.00793,0.0828,0.913,115.419,audio_features,0sQ594D1EuU66VDdtHBE6j,spotify:track:0sQ594D1EuU66VDdtHBE6j,https://api.spotify.com/v1/tracks/0sQ594D1EuU66VDdtHBE6j,https://api.spotify.com/v1/audio-analysis/0sQ594D1EuU66VDdtHBE6j,213560,4,No,10
Beau Mot Plage,Isolee,0.798,0.608,11,-11.01,0,0.0535,0.0268,0.832,0.122,0.443,128.0,audio_features,5voCbV34XZKPX30WaasXAH,spotify:track:5voCbV34XZKPX30WaasXAH,https://api.spotify.com/v1/tracks/5voCbV34XZKPX30WaasXAH,https://api.spotify.com/v1/audio-analysis/5voCbV34XZKPX30WaasXAH,406413,4,No,6
I Found Out,John Lennon,0.567,0.303,7,-12.481,0,0.0351,0.862,0.00563,0.104,0.252,124.949,audio_features,5zT5cMnMKoyruPj13TQXGx,spotify:track:5zT5cMnMKoyruPj13TQXGx,https://api.spotify.com/v1/tracks/5zT5cMnMKoyruPj13TQXGx,https://api.spotify.com/v1/audio-analysis/5zT5cMnMKoyruPj13TQXGx,273000,4,No,7
Liquidator,Harry J. Allstars,0.762,0.797,1,-8.18,1,0.0933,0.189,0.89,0.102,0.943,89.647,audio_features,4tg09sJm1TtgN1e3RuWEn1,spotify:track:4tg09sJm1TtgN1e3RuWEn1,https://api.spotify.com/v1/tracks/4tg09sJm1TtgN1e3RuWEn1,https://api.spotify.com/v1/audio-analysis/4tg09sJm1TtgN1e3RuWEn1,172520,4,No,6
Super Sharp Shooter,DJ Zink,0.678,0.751,2,-10.309,1,0.198,0.0201,0.0508,0.334,0.433,163.871,audio_features,6nj8a3vSzXGv23fgwSKY5B,spotify:track:6nj8a3vSzXGv23fgwSKY5B,https://api.spotify.com/v1/tracks/6nj8a3vSzXGv23fgwSKY5B,https://api.spotify.com/v1/audio-analysis/6nj8a3vSzXGv23fgwSKY5B,386734,4,No,9
Everybody Knows,Leonard Cohen,0.785,0.457,1,-13.827,0,0.0273,0.643,2.57e-06,0.172,0.692,104.205,audio_features,60s0QWaOZ2UTzqdIHBCt3x,spotify:track:60s0QWaOZ2UTzqdIHBCt3x,https://api.spotify.com/v1/tracks/60s0QWaOZ2UTzqdIHBCt3x,https://api.spotify.com/v1/audio-analysis/60s0QWaOZ2UTzqdIHBCt3x,334867,4,No,3
Ride on Time,Black Box,0.648,0.858,9,-6.58,0,0.0323,0.00128,0.556,0.0535,0.62,119.031,audio_features,3pgainA2dH9c7e8JVYGRCN,spotify:track:3pgainA2dH9c7e8JVYGRCN,https://api.spotify.com/v1/tracks/3pgainA2dH9c7e8JVYGRCN,https://api.spotify.com/v1/audio-analysis/3pgainA2dH9c7e8JVYGRCN,272147,4,No,6
Goodnite My Love,Jesse Belvin,0.276,0.184,0,-14.885,1,0.0342,0.903,0.0,0.16,0.501,73.797,audio_features,1VAKLbzRWNgVb8eVK0B28z,spotify:track:1VAKLbzRWNgVb8eVK0B28z,https://api.spotify.com/v1/tracks/1VAKLbzRWNgVb8eVK0B28z,https://api.spotify.com/v1/audio-analysis/1VAKLbzRWNgVb8eVK0B28z,189360,3,No,7
A Thousand Miles Away,The Heartbeats,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,audio_features,4w1lzcaoZ1IC2K5TwjalRP,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/tracks/4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/audio-analysis/4w1lzcaoZ1IC2K5TwjalRP,237493,4,No,1
Drop the Pressure,Mylo,0.699,0.869,8,-5.212,1,0.0374,0.101,0.21,0.0767,0.252,124.003,audio_features,0QZdbOtajbimysXPJDkU3H,spotify:track:0QZdbOtajbimysXPJDkU3H,https://api.spotify.com/v1/tracks/0QZdbOtajbimysXPJDkU3H,https://api.spotify.com/v1/audio-analysis/0QZdbOtajbimysXPJDkU3H,180991,4,No,1
Mama Used to Say,Junior Giscombe,0.773,0.457,1,-12.504,0,0.0288,0.108,0.00035,0.0692,0.775,109.756,audio_features,3DRyJ7FT8yCLtF0e6K5JeG,spotify:track:3DRyJ7FT8yCLtF0e6K5JeG,https://api.spotify.com/v1/tracks/3DRyJ7FT8yCLtF0e6K5JeG,https://api.spotify.com/v1/audio-analysis/3DRyJ7FT8yCLtF0e6K5JeG,401333,4,No,10
Everybody's Talkin',Fred Neil,0.671,0.299,2,-13.215,1,0.0315,0.521,0.000288,0.15,0.574,120.112,audio_features,5yZzLyY9SMI3ZjdqpXWYDp,spotify:track:5yZzLyY9SMI3ZjdqpXWYDp,https://api.spotify.com/v1/tracks/5yZzLyY9SMI3ZjdqpXWYDp,https://api.spotify.com/v1/audio-analysis/5yZzLyY9SMI3ZjdqpXWYDp,164600,4,No,3
You Can Call Me Al,Paul Simon,0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,audio_features,0qxYx4F3vm1AOnfux6dDxP,spotify:track:0qxYx4F3vm1AOnfux6dDxP,https://api.spotify.com/v1/tracks/0qxYx4F3vm1AOnfux6dDxP,https://api.spotify.com/v1/audio-analysis/0qxYx4F3vm1AOnfux6dDxP,280000,4,No,5
Straight to Hell,The Clash,0.802,0.596,7,-11.663,1,0.06,0.0465,1.17e-05,0.0695,0.702,90.275,audio_features,2ax1vei61BzRGsEn6ckEdL,spotify:track:2ax1vei61BzRGsEn6ckEdL,https://api.spotify.com/v1/tracks/2ax1vei61BzRGsEn6ckEdL,https://api.spotify.com/v1/audio-analysis/2ax1vei61BzRGsEn6ckEdL,330507,4,No,10
Tubular Bells,Mike Oldfield,0.505,0.444,4,-12.912,0,0.0306,0.627,0.675,0.125,0.249,150.011,audio_features,3AvU4jOZBC1G33R0LVttOy,spotify:track:3AvU4jOZBC1G33R0LVttOy,https://api.spotify.com/v1/tracks/3AvU4jOZBC1G33R0LVttOy,https://api.spotify.com/v1/audio-analysis/3AvU4jOZBC1G33R0LVttOy,352120,1,No,12
Wreck of The Edmund Fitzgerald,Gordon Lightfoot,0.308,0.376,4,-15.24,1,0.0626,0.116,2.52e-06,0.166,0.158,186.047,audio_features,536L9C0N7vhYdibCJx3cI2,spotify:track:536L9C0N7vhYdibCJx3cI2,https://api.spotify.com/v1/tracks/536L9C0N7vhYdibCJx3cI2,https://api.spotify.com/v1/audio-analysis/536L9C0N7vhYdibCJx3cI2,389280,3,No,2
Rump Shaker,Wreckx N' Effect,0.888,0.822,5,-6.843,0,0.219,0.0025,0.0197,0.303,0.233,102.753,audio_features,4dY4JVC0Q9CwpeZ6JAclIc,spotify:track:4dY4JVC0Q9CwpeZ6JAclIc,https://api.spotify.com/v1/tracks/4dY4JVC0Q9CwpeZ6JAclIc,https://api.spotify.com/v1/audio-analysis/4dY4JVC0Q9CwpeZ6JAclIc,312360,4,No,11
"If They Move, Kill 'Em",Primal Scream,0.497,0.971,10,-4.677,0,0.0756,0.000811,0.734,0.737,0.695,104.913,audio_features,4nEZ4bEKfberesoo75ofm0,spotify:track:4nEZ4bEKfberesoo75ofm0,https://api.spotify.com/v1/tracks/4nEZ4bEKfberesoo75ofm0,https://api.spotify.com/v1/audio-analysis/4nEZ4bEKfberesoo75ofm0,181400,4,No,13
Beat Bop,K-Rob Vs. Rammelzee,0.813,0.45,9,-14.59,0,0.349,0.441,0.0,0.31,0.827,90.859,audio_features,7vvuBvw121GTG6JH9IMDaS,spotify:track:7vvuBvw121GTG6JH9IMDaS,https://api.spotify.com/v1/tracks/7vvuBvw121GTG6JH9IMDaS,https://api.spotify.com/v1/audio-analysis/7vvuBvw121GTG6JH9IMDaS,370533,4,No,11
Don't Start Me Talkin',Sonny Boy Williamsson (II),0.582,0.75,7,-11.206,1,0.113,0.54,8.25e-06,0.337,0.686,114.104,audio_features,1f9FEeBWZkuT4ItJZwsJ2l,spotify:track:1f9FEeBWZkuT4ItJZwsJ2l,https://api.spotify.com/v1/tracks/1f9FEeBWZkuT4ItJZwsJ2l,https://api.spotify.com/v1/audio-analysis/1f9FEeBWZkuT4ItJZwsJ2l,156893,4,No,3
Ain't Nothing Like the Real Thing,Marvin Gaye & Tammi Terrell,0.606,0.52,8,-11.312,1,0.036,0.0356,0.000628,0.354,0.765,93.449,audio_features,37soQoNhEEIrhhYgHWK1xU,spotify:track:37soQoNhEEIrhhYgHWK1xU,https://api.spotify.com/v1/tracks/37soQoNhEEIrhhYgHWK1xU,https://api.spotify.com/v1/audio-analysis/37soQoNhEEIrhhYgHWK1xU,138533,4,No,10
Mr. Jones,Counting Crows,0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,audio_features,5DiXcVovI0FcY2s0icWWUu,spotify:track:5DiXcVovI0FcY2s0icWWUu,https://api.spotify.com/v1/tracks/5DiXcVovI0FcY2s0icWWUu,https://api.spotify.com/v1/audio-analysis/5DiXcVovI0FcY2s0icWWUu,272293,4,No,4
Mother and Child Reunion,Paul Simon,0.712,0.632,9,-7.704,1,0.0334,0.112,0.0,0.0648,0.764,119.931,audio_features,5vZ1BKMSLgrxxPYGMR904n,spotify:track:5vZ1BKMSLgrxxPYGMR904n,https://api.spotify.com/v1/tracks/5vZ1BKMSLgrxxPYGMR904n,https://api.spotify.com/v1/audio-analysis/5vZ1BKMSLgrxxPYGMR904n,187400,4,No,5
Bye Bye Bye,NSYNC,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,audio_features,62bOmKYxYg7dhrC6gH9vFn,spotify:track:62bOmKYxYg7dhrC6gH9vFn,https://api.spotify.com/v1/tracks/62bOmKYxYg7dhrC6gH9vFn,https://api.spotify.com/v1/audio-analysis/62bOmKYxYg7dhrC6gH9vFn,200400,4,No,4
Battery,Metallica,0.48,0.923,11,-8.793,0,0.0682,0.000211,0.531,0.106,0.44,96.535,audio_features,7wz8LNfmGZ3C0PwKW9LdDg,spotify:track:7wz8LNfmGZ3C0PwKW9LdDg,https://api.spotify.com/v1/tracks/7wz8LNfmGZ3C0PwKW9LdDg,https://api.spotify.com/v1/audio-analysis/7wz8LNfmGZ3C0PwKW9LdDg,312360,4,No,6
Back in the U.S.S.R.,The Beatles,0.48,0.969,9,-7.464,1,0.0854,0.069,0.00022,0.0608,0.494,142.489,audio_features,0j3p1p06deJ7f9xmJ9yG22,spotify:track:0j3p1p06deJ7f9xmJ9yG22,https://api.spotify.com/v1/tracks/0j3p1p06deJ7f9xmJ9yG22,https://api.spotify.com/v1/audio-analysis/0j3p1p06deJ7f9xmJ9yG22,163453,4,No,8
Visions of China,Japan,0.624,0.193,4,-10.53,0,0.0309,0.93,2.79e-05,0.102,0.269,125.017,audio_features,5yWCq9N7kIy6DpqXnGilSG,spotify:track:5yWCq9N7kIy6DpqXnGilSG,https://api.spotify.com/v1/tracks/5yWCq9N7kIy6DpqXnGilSG,https://api.spotify.com/v1/audio-analysis/5yWCq9N7kIy6DpqXnGilSG,201085,4,No,7
The Concept,Teenage Fanclub,0.424,0.702,7,-10.008,1,0.033,0.00509,0.17,0.144,0.499,111.566,audio_features,702Gf3Gh3NsC1KbCFrlrpe,spotify:track:702Gf3Gh3NsC1KbCFrlrpe,https://api.spotify.com/v1/tracks/702Gf3Gh3NsC1KbCFrlrpe,https://api.spotify.com/v1/audio-analysis/702Gf3Gh3NsC1KbCFrlrpe,367027,4,No,0
Favourite Shirts,Haircut 100,0.643,0.615,8,-14.653,0,0.0428,0.121,0.0416,0.195,0.907,143.608,audio_features,6Dj0RpOdgzXWnxf7wyZhay,spotify:track:6Dj0RpOdgzXWnxf7wyZhay,https://api.spotify.com/v1/tracks/6Dj0RpOdgzXWnxf7wyZhay,https://api.spotify.com/v1/audio-analysis/6Dj0RpOdgzXWnxf7wyZhay,185427,4,No,10
In a Sentimental Mood,Duke Ellington,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,audio_features,0E8q2Fx2XuzXCO2NSAppkR,spotify:track:0E8q2Fx2XuzXCO2NSAppkR,https://api.spotify.com/v1/tracks/0E8q2Fx2XuzXCO2NSAppkR,https://api.spotify.com/v1/audio-analysis/0E8q2Fx2XuzXCO2NSAppkR,255227,4,No,7
Legalize It,Peter Tosh,0.71,0.589,0,-11.933,1,0.167,0.068,4.38e-06,0.176,0.65,144.601,audio_features,73lYI49LhfsscO33ohrGN0,spotify:track:73lYI49LhfsscO33ohrGN0,https://api.spotify.com/v1/tracks/73lYI49LhfsscO33ohrGN0,https://api.spotify.com/v1/audio-analysis/73lYI49LhfsscO33ohrGN0,279360,4,No,10
E-Bow the Letter,R.E.M.,0.349,0.627,2,-8.386,1,0.033,0.173,0.000521,0.0836,0.312,155.107,audio_features,2S3wW83zk0CosLGYN7jfor,spotify:track:2S3wW83zk0CosLGYN7jfor,https://api.spotify.com/v1/tracks/2S3wW83zk0CosLGYN7jfor,https://api.spotify.com/v1/audio-analysis/2S3wW83zk0CosLGYN7jfor,324827,4,No,8
One of Us,Joan Osbourne,0.316,0.499,9,-7.899,1,0.0298,0.0108,1.81e-05,0.126,0.403,174.782,audio_features,1xNmF1Uep5OGutizZSbKvd,spotify:track:1xNmF1Uep5OGutizZSbKvd,https://api.spotify.com/v1/tracks/1xNmF1Uep5OGutizZSbKvd,https://api.spotify.com/v1/audio-analysis/1xNmF1Uep5OGutizZSbKvd,320467,4,No,8
Scar Tissue,Red Hot Chili Peppers,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,audio_features,1G391cbiT3v3Cywg8T7DM1,spotify:track:1G391cbiT3v3Cywg8T7DM1,https://api.spotify.com/v1/tracks/1G391cbiT3v3Cywg8T7DM1,https://api.spotify.com/v1/audio-analysis/1G391cbiT3v3Cywg8T7DM1,215907,4,No,1
A Lover's Question,Clyde McPhatter,0.67,0.436,0,-11.698,1,0.0554,0.887,1.71e-05,0.0609,0.951,83.023,audio_features,6HBgCYResmsdmOufyHVoNB,spotify:track:6HBgCYResmsdmOufyHVoNB,https://api.spotify.com/v1/tracks/6HBgCYResmsdmOufyHVoNB,https://api.spotify.com/v1/audio-analysis/6HBgCYResmsdmOufyHVoNB,150267,4,No,3
Steppin' Out,Joe Jackson,0.579,0.223,11,-20.208,1,0.0364,0.0439,0.00232,0.0613,0.532,159.696,audio_features,2KY0QUeRY3IPuJI1gyU9BJ,spotify:track:2KY0QUeRY3IPuJI1gyU9BJ,https://api.spotify.com/v1/tracks/2KY0QUeRY3IPuJI1gyU9BJ,https://api.spotify.com/v1/audio-analysis/2KY0QUeRY3IPuJI1gyU9BJ,268200,4,No,2
Way Back Home,Junior Walker & The All-Stars,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913,audio_features,3NxuezMdSLgt4OwHzBoUhL,spotify:track:3NxuezMdSLgt4OwHzBoUhL,https://api.spotify.com/v1/tracks/3NxuezMdSLgt4OwHzBoUhL,https://api.spotify.com/v1/audio-analysis/3NxuezMdSLgt4OwHzBoUhL,214137,4,No,5
The House that Jack Built,Aretha Franklin,0.493,0.846,1,-6.258,1,0.0534,0.189,0.0,0.332,0.967,184.17,audio_features,3lrjV9Albm8n8mIiMssYV1,spotify:track:3lrjV9Albm8n8mIiMssYV1,https://api.spotify.com/v1/tracks/3lrjV9Albm8n8mIiMssYV1,https://api.spotify.com/v1/audio-analysis/3lrjV9Albm8n8mIiMssYV1,141347,4,No,4
"Signed, Sealed, Delivered, I'm Yours",Stevie Wonder,0.675,0.597,5,-11.329,1,0.0337,0.0534,0.0,0.0986,0.828,108.875,audio_features,2eF8pWbiivYsYRpbntYsnc,spotify:track:2eF8pWbiivYsYRpbntYsnc,https://api.spotify.com/v1/tracks/2eF8pWbiivYsYRpbntYsnc,https://api.spotify.com/v1/audio-analysis/2eF8pWbiivYsYRpbntYsnc,161160,4,No,10
Give It Up,Public Enemy,0.855,0.674,7,-4.328,1,0.314,0.165,0.0,0.0548,0.578,95.991,audio_features,6YB6CK4Tsb0BgtxCEL9KlI,spotify:track:6YB6CK4Tsb0BgtxCEL9KlI,https://api.spotify.com/v1/tracks/6YB6CK4Tsb0BgtxCEL9KlI,https://api.spotify.com/v1/audio-analysis/6YB6CK4Tsb0BgtxCEL9KlI,242253,4,No,11
Brown Paper Bag,Roni Size/Reprazent,0.53,0.944,11,-3.863,1,0.0824,5.71e-05,0.855,0.394,0.493,169.777,audio_features,4i3JEpLw2pC4xfiTF30hUG,spotify:track:4i3JEpLw2pC4xfiTF30hUG,https://api.spotify.com/v1/tracks/4i3JEpLw2pC4xfiTF30hUG,https://api.spotify.com/v1/audio-analysis/4i3JEpLw2pC4xfiTF30hUG,542933,4,No,6
C30 C60 C90 Go!,Bow Wow Wow,0.714,0.6,6,-8.365,1,0.0876,0.0465,0.0,0.0646,0.504,82.017,audio_features,3jEqrIfwKO0M8ALu3TGilF,spotify:track:3jEqrIfwKO0M8ALu3TGilF,https://api.spotify.com/v1/tracks/3jEqrIfwKO0M8ALu3TGilF,https://api.spotify.com/v1/audio-analysis/3jEqrIfwKO0M8ALu3TGilF,205840,4,No,0
Where Did You Sleep Last Night?,Nirvana,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,audio_features,551qy5vUgrUfEUc4dCNfht,spotify:track:551qy5vUgrUfEUc4dCNfht,https://api.spotify.com/v1/tracks/551qy5vUgrUfEUc4dCNfht,https://api.spotify.com/v1/audio-analysis/551qy5vUgrUfEUc4dCNfht,306067,3,No,13
Blood and Roses,The Smithereens,0.477,0.686,6,-14.141,1,0.0406,0.0101,0.0118,0.0633,0.81,120.837,audio_features,0TGA69v94LfE6ZZNxLzROZ,spotify:track:0TGA69v94LfE6ZZNxLzROZ,https://api.spotify.com/v1/tracks/0TGA69v94LfE6ZZNxLzROZ,https://api.spotify.com/v1/audio-analysis/0TGA69v94LfE6ZZNxLzROZ,216827,4,No,10
You're Gorgeous,Baby Bird,0.576,0.687,5,-7.434,1,0.0341,0.247,0.0,0.359,0.278,123.614,audio_features,5COBer69wpwkCPPaLr1gFb,spotify:track:5COBer69wpwkCPPaLr1gFb,https://api.spotify.com/v1/tracks/5COBer69wpwkCPPaLr1gFb,https://api.spotify.com/v1/audio-analysis/5COBer69wpwkCPPaLr1gFb,222440,4,No,1
Shock the Monkey,Peter Gabriel,0.784,0.662,0,-8.539,1,0.0627,0.11,0.00136,0.112,0.923,148.416,audio_features,6B2vTF4zhKdR4v4RDXkz3G,spotify:track:6B2vTF4zhKdR4v4RDXkz3G,https://api.spotify.com/v1/tracks/6B2vTF4zhKdR4v4RDXkz3G,https://api.spotify.com/v1/audio-analysis/6B2vTF4zhKdR4v4RDXkz3G,328440,4,No,5
Shake It Up,The Cars,0.686,0.827,0,-5.738,1,0.0321,0.134,5.03e-05,0.126,0.854,147.623,audio_features,3ZBzJbqwV2gQUAe4ofghOo,spotify:track:3ZBzJbqwV2gQUAe4ofghOo,https://api.spotify.com/v1/tracks/3ZBzJbqwV2gQUAe4ofghOo,https://api.spotify.com/v1/audio-analysis/3ZBzJbqwV2gQUAe4ofghOo,211960,4,No,5
"Tonight, Tonight",The Smashing Pumpkins,0.277,0.67,6,-9.381,1,0.0376,6.28e-05,0.751,0.237,0.217,148.342,audio_features,7bu0znpSbTks0O6I98ij0W,spotify:track:7bu0znpSbTks0O6I98ij0W,https://api.spotify.com/v1/tracks/7bu0znpSbTks0O6I98ij0W,https://api.spotify.com/v1/audio-analysis/7bu0znpSbTks0O6I98ij0W,254627,4,No,6
What Goes On,The Velvet Underground,0.441,0.568,4,-8.833,1,0.0298,0.326,0.0,0.368,0.721,130.131,audio_features,1rJi8cf8OWsrX4CqBnMSoQ,spotify:track:1rJi8cf8OWsrX4CqBnMSoQ,https://api.spotify.com/v1/tracks/1rJi8cf8OWsrX4CqBnMSoQ,https://api.spotify.com/v1/audio-analysis/1rJi8cf8OWsrX4CqBnMSoQ,166213,4,No,4
